elr,total_yards,mileage,easting,northing,longitude,latitude,os_grid_ref,linear_accuracy_m
DCL,110330,62M 1210y,450944.0,205208.4,-1.263536,51.743275,SP5094305208,0
DCL,110440,62M 1320y,450892.7,205294.6,-1.264266,51.744054,SP5089205294,0
DCL,110550,62M 1430y,450841.1,205381.3,-1.265001,51.744839,SP5084105381,1
DCL,110660,62M 1540y,450789.4,205468.1,-1.265737,51.745624,SP5078905468,1
DCL,110770,62M 1650y,450737.5,205554.7,-1.266477,51.746407,SP5073705554,1
DCL,110880,63M 0000y,450685.3,205641.2,-1.267219,51.747189,SP5068505641,-4
DCL,110990,63M 0110y,450637.4,205727.8,-1.267902,51.747972,SP5063705727,-4
DCL,111100,63M 0220y,450594.6,205817.2,-1.268508,51.74878,SP5059405817,-4
DCL,111210,63M 0330y,450557.4,205909.0,-1.269034,51.749609,SP5055705909,-4
DCL,111320,63M 0440y,450530.0,206004.2,-1.269417,51.750467,SP5052906004,-4
DCL,111430,63M 0550y,450506.3,206103.1,-1.269746,51.751358,SP5050606103,4
DCL,111540,63M 0660y,450487.3,206203.0,-1.270006,51.752258,SP5048706203,4
DCL,111650,63M 0770y,450468.3,206302.9,-1.270267,51.753158,SP5046806302,4
DCL,111760,63M 0880y,450449.3,206402.9,-1.270527,51.754058,SP5044906402,-2
DCL,111870,63M 0990y,450430.4,206500.9,-1.270787,51.754941,SP5043006500,-2
DCL,111980,63M 1100y,450410.7,206598.7,-1.271059,51.755823,SP5041006598,-2
DCL,112090,63M 1210y,450390.2,206696.4,-1.271342,51.756703,SP5039006696,-2
DCL,112200,63M 1320y,450365.9,206793.2,-1.27168,51.757575,SP5036506793,-2
DCL,112310,63M 1430y,450339.8,206889.7,-1.272044,51.758445,SP5033906889,-1
DCL,112420,63M 1540y,450319.2,206987.5,-1.272328,51.759326,SP5031906987,-1
DCL,112530,63M 1650y,450305.8,207086.5,-1.272507,51.760217,SP5030507086,-1
DCL,112640,64M 0000y,450298.1,207186.2,-1.272605,51.761114,SP5029807186,-1
DCL,112750,64M 0110y,450291.7,207285.7,-1.272683,51.76201,SP5029107285,-2
DCL,112860,64M 0220y,450285.4,207385.3,-1.272761,51.762906,SP5028507385,-2
DCL,112970,64M 0330y,450277.6,207484.8,-1.272859,51.763801,SP5027707484,-2
DCL,113080,64M 0440y,450268.2,207584.1,-1.272981,51.764695,SP5026807584,5
DCL,113190,64M 0550y,450255.9,207685.4,-1.273145,51.765606,SP5025507685,5
DCL,113300,64M 0660y,450243.1,207786.6,-1.273315,51.766517,SP5024307786,5
DCL,113410,64M 0770y,450228.3,207887.5,-1.273515,51.767426,SP5022807887,5
DCL,113520,64M 0880y,450211.6,207988.1,-1.273743,51.768332,SP5021107988,5
DCL,113630,64M 0990y,450193.0,208087.4,-1.273997,51.769226,SP5019308087,1
DCL,113740,64M 1100y,450172.9,208186.4,-1.274275,51.770118,SP5017208186,1
DCL,113850,64M 1210y,450150.6,208285.0,-1.274584,51.771006,SP5015008285,1
DCL,113960,64M 1320y,450126.9,208383.2,-1.274913,51.771892,SP5012608383,-2
DCL,114070,64M 1430y,450101.4,208479.7,-1.275268,51.772761,SP5010108479,-2
DCL,114180,64M 1540y,450071.9,208575.0,-1.275682,51.773621,SP5007108574,-2
DCL,114290,64M 1650y,450039.3,208669.3,-1.276141,51.774471,SP5003908669,-2
DCL,114400,65M 0000y,450002.3,208761.9,-1.276665,51.775307,SP5000208761,-2
DCL,114510,65M 0110y,449959.9,208853.2,-1.277266,51.776132,SP4995908853,0
DCL,114620,65M 0220y,449914.4,208943.0,-1.277913,51.776943,SP4991408943,0
DCL,114730,65M 0330y,449865.7,209031.1,-1.278605,51.77774,SP4986509031,0
DCL,114840,65M 0440y,449813.5,209117.2,-1.27935,51.778518,SP4981309117,0
DCL,114950,65M 0550y,449759.9,209201.9,-1.280115,51.779284,SP4975909201,0
DCL,115060,65M 0660y,449706.3,209286.5,-1.280879,51.78005,SP4970609286,0
DCL,115170,65M 0770y,449652.7,209371.2,-1.281644,51.780816,SP4965209371,0
DCL,115280,65M 0880y,449598.4,209455.4,-1.28242,51.781577,SP4959809455,-1
DCL,115390,65M 0990y,449543.3,209538.7,-1.283206,51.782332,SP4954309538,-1
DCL,115500,65M 1100y,449487.6,209621.7,-1.284001,51.783083,SP4948709621,-1
DCL,115610,65M 1210y,449429.0,209702.6,-1.284839,51.783815,SP4942809702,-1
DCL,115720,65M 1320y,449366.5,209780.5,-1.285734,51.784521,SP4936609780,-1
DCL,115830,65M 1430y,449301.5,209858.1,-1.286665,51.785224,SP4930109858,2
DCL,115940,65M 1540y,449235.6,209934.8,-1.28761,51.78592,SP4923509934,2
DCL,116050,65M 1650y,449170.4,210012.1,-1.288544,51.786621,SP4917010012,2
DCL,116160,66M 0000y,449107.9,210091.7,-1.289438,51.787342,SP4910710091,0
DCL,116270,66M 0110y,449047.7,210172.3,-1.2903,51.788072,SP4904710172,0
DCL,116380,66M 0220y,448989.7,210254.6,-1.291129,51.788817,SP4898910254,0
DCL,116490,66M 0330y,448932.6,210337.5,-1.291945,51.789567,SP4893210337,0
DCL,116600,66M 0440y,448877.2,210421.5,-1.292738,51.790327,SP4887710421,0
DCL,116710,66M 0550y,448822.9,210505.9,-1.293512,51.79109,SP4882210505,0
DCL,116820,66M 0660y,448771.6,210592.0,-1.294244,51.791869,SP4877110592,0
DCL,116930,66M 0770y,448723.2,210679.9,-1.294933,51.792663,SP4872310679,0
DCL,117040,66M 0880y,448679.7,210770.2,-1.295552,51.79348,SP4867910770,0
DCL,117150,66M 0990y,448640.9,210861.4,-1.296102,51.794302,SP4864010861,-5
DCL,117260,66M 1100y,448606.6,210954.3,-1.296586,51.79514,SP4860610954,-5
DCL,117370,66M 1210y,448574.9,211048.1,-1.297031,51.795987,SP4857411048,-5
DCL,117480,66M 1320y,448549.2,211143.8,-1.297391,51.796849,SP4854911143,3
DCL,117590,66M 1430y,448529.1,211243.3,-1.297669,51.797746,SP4852911243,3
DCL,117700,66M 1540y,448513.3,211343.6,-1.297884,51.798649,SP4851311343,3
DCL,117810,66M 1650y,448500.8,211444.4,-1.298051,51.799556,SP4850011444,3
DCL,117920,67M 0000y,448492.6,211545.7,-1.298156,51.800467,SP4849211545,3
DCL,118030,67M 0110y,448488.6,211646.0,-1.298199,51.80137,SP4848811646,0
DCL,118140,67M 0220y,448488.4,211746.5,-1.298188,51.802273,SP4848811746,0
DCL,118250,67M 0330y,448490.9,211846.9,-1.298138,51.803176,SP4849011846,0
DCL,118360,67M 0440y,448493.4,211947.4,-1.298088,51.804078,SP4849311947,0
DCL,118470,67M 0550y,448495.9,212047.8,-1.298038,51.804981,SP4849512047,0
DCL,118580,67M 0660y,448498.4,212148.2,-1.297987,51.805884,SP4849812148,0
DCL,118690,67M 0770y,448500.9,212248.7,-1.297937,51.806787,SP4850012248,0
DCL,118800,67M 0880y,448503.4,212349.1,-1.297887,51.80769,SP4850312349,0
DCL,118910,67M 0990y,448505.9,212449.5,-1.297836,51.808592,SP4850512449,0
DCL,119020,67M 1100y,448508.4,212549.9,-1.297786,51.809494,SP4850812549,0
DCL,119130,67M 1210y,448510.9,212650.3,-1.297736,51.810397,SP4851012650,0
DCL,119240,67M 1320y,448513.5,212750.7,-1.297685,51.811299,SP4851312750,0
DCL,119350,67M 1430y,448516.1,212851.2,-1.297633,51.812203,SP4851612851,0
DCL,119460,67M 1540y,448518.6,212951.8,-1.297582,51.813106,SP4851812951,0
DCL,119570,67M 1650y,448521.0,213052.3,-1.297534,51.81401,SP4852013052,0
DCL,119680,68M 0000y,448521.0,213152.9,-1.29752,51.814914,SP4852013152,0
DCL,119790,68M 0110y,448518.1,213253.5,-1.297548,51.815819,SP4851813253,0
DCL,119900,68M 0220y,448512.7,213353.9,-1.297612,51.816723,SP4851213353,0
DCL,120010,68M 0330y,448505.4,213454.3,-1.297703,51.817625,SP4850513454,0
DCL,120120,68M 0440y,448494.8,213554.4,-1.297844,51.818526,SP4849413554,0
DCL,120230,68M 0550y,448482.1,213653.9,-1.298014,51.819422,SP4848213653,0
DCL,120340,68M 0660y,448467.3,213753.2,-1.298215,51.820316,SP4846713753,0
DCL,120450,68M 0770y,448450.9,213852.2,-1.298439,51.821208,SP4845013852,0
DCL,120560,68M 0880y,448434.2,213951.2,-1.298668,51.822099,SP4843413951,-4
DCL,120670,68M 0990y,448417.7,214049.0,-1.298894,51.82298,SP4841714049,-4
DCL,120780,68M 1100y,448401.1,214146.9,-1.29912,51.823861,SP4840114146,-4
DCL,120890,68M 1210y,448384.6,214244.7,-1.299345,51.824742,SP4838414244,-4
DCL,121000,68M 1320y,448368.8,214342.6,-1.299562,51.825624,SP4836814342,-4
DCL,121110,68M 1430y,448355.5,214443.3,-1.299741,51.82653,SP4835514443,3
DCL,121220,68M 1540y,448343.5,214544.1,-1.299901,51.827438,SP4834314544,3
DCL,121330,68M 1650y,448334.9,214645.3,-1.300012,51.828348,SP4833414645,3
DCL,121440,69M 0000y,448329.1,214746.7,-1.300081,51.82926,SP4832914746,3
DCL,121550,69M 0110y,448324.9,214846.9,-1.300128,51.830161,SP4832414846,0
DCL,121660,69M 0220y,448324.6,214947.2,-1.300118,51.831063,SP4832414947,0
DCL,121770,69M 0330y,448326.2,215047.4,-1.300082,51.831964,SP4832615047,0
DCL,121880,69M 0440y,448329.8,215147.6,-1.300016,51.832864,SP4832915147,1
DCL,121990,69M 0550y,448335.3,215248.3,-1.299922,51.833769,SP4833515248,1
DCL,122100,69M 0660y,448343.5,215348.8,-1.299789,51.834672,SP4834315348,1
DCL,122210,69M 0770y,448351.6,215449.3,-1.299656,51.835575,SP4835115449,1
DCL,122320,69M 0880y,448360.1,215549.8,-1.299519,51.836477,SP4836015549,1
DCL,122430,69M 0990y,448369.5,215654.7,-1.299368,51.83742,SP4836915654,19
DCL,122540,69M 1100y,448379.0,215759.6,-1.299216,51.838363,SP4837815759,19
DCL,122650,69M 1210y,448388.4,215864.6,-1.299065,51.839305,SP4838815864,19
DCL,122760,69M 1320y,448397.0,215969.6,-1.298926,51.840248,SP4839615969,-19
DCL,122870,69M 1430y,448402.8,216064.8,-1.298828,51.841104,SP4840216064,-19
DCL,122980,69M 1540y,448406.2,216160.1,-1.298766,51.841961,SP4840616160,-19
DCL,123090,69M 1650y,448408.6,216255.5,-1.298717,51.842818,SP4840816255,-19
DCL,123200,70M 0000y,448408.0,216350.9,-1.298713,51.843676,SP4840716350,-19
DCL,123310,70M 0110y,448406.1,216451.6,-1.298726,51.844581,SP4840616451,0
DCL,123420,70M 0220y,448401.0,216552.2,-1.298786,51.845486,SP4840016552,0
DCL,123530,70M 0330y,448393.8,216652.6,-1.298877,51.846389,SP4839316652,0
DCL,123640,70M 0440y,448383.3,216752.8,-1.299015,51.847291,SP4838316752,0
DCL,123750,70M 0550y,448369.8,216852.1,-1.299197,51.848185,SP4836916852,0
DCL,123860,70M 0660y,448351.2,216950.5,-1.299453,51.849071,SP4835116950,0
DCL,123970,70M 0770y,448329.1,217048.3,-1.29976,51.849952,SP4832917048,0
DCL,124080,70M 0880y,448302.8,217145.0,-1.300129,51.850824,SP4830217144,0
DCL,124190,70M 0990y,448276.5,217242.0,-1.300496,51.851698,SP4827617242,0
DCL,124300,70M 1100y,448251.5,217339.3,-1.300847,51.852575,SP4825117339,0
DCL,124410,70M 1210y,448232.2,217437.9,-1.301113,51.853464,SP4823217437,0
DCL,124520,70M 1320y,448218.4,217537.5,-1.301299,51.85436,SP4821817537,0
DCL,124630,70M 1430y,448209.0,217637.3,-1.301422,51.855258,SP4820817637,0
DCL,124740,70M 1540y,448202.5,217737.4,-1.301502,51.856159,SP4820217737,0
DCL,124850,70M 1650y,448199.2,217837.7,-1.301536,51.857061,SP4819917837,0
DCL,124960,71M 0000y,448200.3,217938.1,-1.301506,51.857963,SP4820017938,0
DCL,125070,71M 0110y,448205.5,218038.6,-1.301417,51.858866,SP4820518038,0
DCL,125180,71M 0220y,448214.8,218138.8,-1.301269,51.859767,SP4821418138,0
DCL,125290,71M 0330y,448226.9,218238.8,-1.301078,51.860664,SP4822618238,0
DCL,125400,71M 0440y,448240.7,218338.5,-1.300863,51.861559,SP4824018338,0
DCL,125510,71M 0550y,448254.7,218438.1,-1.300646,51.862454,SP4825418438,0
DCL,125620,71M 0660y,448268.7,218537.7,-1.300429,51.863348,SP4826818537,0
DCL,125730,71M 0770y,448282.5,218637.3,-1.300215,51.864242,SP4828218637,0
DCL,125840,71M 0880y,448296.0,218737.0,-1.300006,51.865137,SP4829518736,0
DCL,125950,71M 0990y,448309.4,218836.3,-1.299796,51.866029,SP4830918836,0
DCL,126060,71M 1100y,448322.9,218935.7,-1.299587,51.866922,SP4832218935,0
DCL,126170,71M 1210y,448336.4,219035.1,-1.299378,51.867814,SP4833619035,0
DCL,126280,71M 1320y,448349.8,219134.5,-1.299169,51.868707,SP4834919134,0
DCL,126390,71M 1430y,448363.6,219234.0,-1.298955,51.8696,SP4836319234,0
DCL,126500,71M 1540y,448377.4,219333.5,-1.29874,51.870493,SP4837719333,0
DCL,126610,71M 1650y,448391.2,219433.0,-1.298525,51.871387,SP4839119433,0
DCL,126720,72M 0000y,448405.1,219532.5,-1.29831,51.87228,SP4840519532,0
DCL,126830,72M 0110y,448418.7,219632.3,-1.298098,51.873176,SP4841819632,0
DCL,126940,72M 0220y,448432.2,219732.1,-1.297888,51.874072,SP4843219732,0
DCL,127050,72M 0330y,448444.7,219831.9,-1.297692,51.874969,SP4844419831,0
DCL,127160,72M 0440y,448454.3,219932.2,-1.29754,51.875869,SP4845419932,0
DCL,127270,72M 0550y,448460.2,220032.4,-1.297439,51.876769,SP4846020032,0
DCL,127380,72M 0660y,448463.4,220132.7,-1.297379,51.877671,SP4846320132,0
DCL,127490,72M 0770y,448463.7,220233.1,-1.297361,51.878574,SP4846320233,0
DCL,127600,72M 0880y,448463.0,220333.5,-1.297356,51.879476,SP4846320333,0
DCL,127710,72M 0990y,448459.3,220434.0,-1.297397,51.88038,SP4845920434,0
DCL,127820,72M 1100y,448453.1,220534.5,-1.297472,51.881284,SP4845320534,0
DCL,127930,72M 1210y,448447.0,220634.9,-1.297547,51.882187,SP4844620634,0
DCL,128040,72M 1320y,448440.8,220735.3,-1.297623,51.883091,SP4844020735,0
DCL,128150,72M 1430y,448434.5,220835.7,-1.297701,51.883994,SP4843420835,0
DCL,128260,72M 1540y,448427.9,220936.1,-1.297782,51.884897,SP4842720936,0
DCL,128370,72M 1650y,448420.9,221036.4,-1.29787,51.8858,SP4842021036,0
DCL,128480,73M 0000y,448406.5,221135.9,-1.298066,51.886695,SP4840621135,0
DCL,128590,73M 0110y,448383.4,221233.7,-1.298387,51.887577,SP4838321233,0
DCL,128700,73M 0220y,448359.9,221331.4,-1.298715,51.888457,SP4835921331,0
DCL,128810,73M 0330y,448337.5,221429.3,-1.299027,51.889339,SP4833721429,0
DCL,128920,73M 0440y,448324.0,221528.9,-1.299208,51.890235,SP4832421528,0
DCL,129030,73M 0550y,448320.4,221629.1,-1.299247,51.891137,SP4832021629,0
DCL,129140,73M 0660y,448324.5,221729.4,-1.299174,51.892038,SP4832421729,0
DCL,129250,73M 0770y,448336.9,221828.9,-1.298979,51.892931,SP4833621828,0
DCL,129360,73M 0880y,448356.3,221927.4,-1.298684,51.893815,SP4835621927,0
DCL,129470,73M 0990y,448375.7,222026.3,-1.298388,51.894702,SP4837522026,0
DCL,129580,73M 1100y,448390.4,222125.9,-1.298161,51.895597,SP4839022125,0
DCL,129690,73M 1210y,448396.0,222226.5,-1.298065,51.8965,SP4839522226,0
DCL,129800,73M 1320y,448392.9,222327.1,-1.298097,51.897406,SP4839222327,0
DCL,129910,73M 1430y,448381.3,222426.5,-1.29825,51.8983,SP4838122426,-1
DCL,130020,73M 1540y,448361.1,222524.5,-1.29853,51.899183,SP4836122524,-1
DCL,130130,73M 1650y,448332.2,222620.3,-1.298937,51.900046,SP4833222620,-1
DCL,130240,74M 0000y,448301.7,222715.6,-1.299367,51.900906,SP4830122715,0
DCL,130350,74M 0110y,448272.4,222811.4,-1.29978,51.90177,SP4827222811,0
DCL,130460,74M 0220y,448251.3,222909.3,-1.300072,51.902652,SP4825122909,0
DCL,130570,74M 0330y,448238.0,223008.6,-1.300252,51.903546,SP4823723008,0
DCL,130680,74M 0440y,448232.9,223108.6,-1.300312,51.904446,SP4823223108,0
DCL,130790,74M 0550y,448237.4,223209.2,-1.300233,51.90535,SP4823723209,0
DCL,130900,74M 0660y,448251.9,223308.9,-1.300008,51.906244,SP4825123308,0
DCL,131010,74M 0770y,448271.2,223407.8,-1.299714,51.907132,SP4827123407,0
DCL,131120,74M 0880y,448291.5,223506.5,-1.299405,51.908017,SP4829123506,0
DCL,131230,74M 0990y,448309.1,223605.0,-1.299135,51.908902,SP4830923605,0
DCL,131340,74M 1100y,448319.9,223704.6,-1.298965,51.909796,SP4831923704,0
DCL,131450,74M 1210y,448324.2,223804.7,-1.298887,51.910695,SP4832423804,0
DCL,131560,74M 1320y,448321.0,223904.8,-1.29892,51.911595,SP4832123904,0
DCL,131670,74M 1430y,448311.7,224004.8,-1.299041,51.912496,SP4831124004,0
DCL,131780,74M 1540y,448297.3,224104.2,-1.299236,51.913391,SP4829724104,0
DCL,131890,74M 1650y,448279.5,224203.2,-1.299482,51.914282,SP4827924203,0
DCL,132000,75M 0000y,448262.3,224302.2,-1.299718,51.915174,SP4826224302,0
DCL,132110,75M 0110y,448252.6,224402.3,-1.299845,51.916075,SP4825224402,0
DCL,132220,75M 0220y,448254.1,224502.9,-1.29981,51.916979,SP4825424502,0
DCL,132330,75M 0330y,448265.7,224602.8,-1.299626,51.917876,SP4826524602,0
DCL,132440,75M 0440y,448286.8,224701.1,-1.299306,51.918758,SP4828624701,-5
DCL,132550,75M 0550y,448315.6,224795.8,-1.298874,51.919607,SP4831524795,-5
DCL,132660,75M 0660y,448354.9,224886.7,-1.29829,51.92042,SP4835424886,-5
DCL,132770,75M 0770y,448402.4,224973.5,-1.297587,51.921197,SP4840224973,-5
DCL,132880,75M 0880y,448457.8,225055.5,-1.296771,51.921929,SP4845725055,-5
DCL,132990,75M 0990y,448521.6,225132.4,-1.295831,51.922615,SP4852125132,-1
DCL,133100,75M 1100y,448589.4,225205.8,-1.294835,51.923269,SP4858925205,-1
DCL,133210,75M 1210y,448655.7,225280.7,-1.293861,51.923937,SP4865525280,-1
DCL,133320,75M 1320y,448716.4,225360.0,-1.292967,51.924645,SP4871625360,10
DCL,133430,75M 1430y,448772.5,225446.7,-1.292139,51.925419,SP4877225446,10
DCL,133540,75M 1540y,448820.5,225538.2,-1.291428,51.926237,SP4882025538,10
DCL,133650,75M 1650y,448860.8,225633.3,-1.290829,51.927088,SP4886025633,10
DCL,133760,76M 0000y,448893.0,225731.4,-1.290346,51.927968,SP4889325731,10
DCL,133870,76M 0110y,448915.8,225827.4,-1.290001,51.928829,SP4891525827,-6
DCL,133980,76M 0220y,448931.6,225924.9,-1.289758,51.929704,SP4893125924,-6
DCL,134090,76M 0330y,448939.3,226023.3,-1.289632,51.930588,SP4893926023,-6
DCL,134200,76M 0440y,448938.9,226122.0,-1.289624,51.931475,SP4893826122,-6
DCL,134310,76M 0550y,448931.9,226222.1,-1.289711,51.932376,SP4893126222,0
DCL,134420,76M 0660y,448924.0,226322.1,-1.289812,51.933275,SP4892426322,0
DCL,134530,76M 0770y,448917.2,226422.1,-1.289897,51.934175,SP4891726422,0
DCL,134640,76M 0880y,448914.2,226522.4,-1.289926,51.935077,SP4891426522,0
DCL,134750,76M 0990y,448914.4,226622.6,-1.289909,51.935978,SP4891426622,0
DCL,134860,76M 1100y,448916.6,226722.9,-1.289863,51.936879,SP4891626722,0
DCL,134970,76M 1210y,448922.2,226823.0,-1.289768,51.937779,SP4892226822,0
DCL,135080,76M 1320y,448929.2,226923.0,-1.289651,51.938677,SP4892926922,0
DCL,135190,76M 1430y,448938.4,227022.9,-1.289503,51.939575,SP4893827022,0
DCL,135300,76M 1540y,448949.6,227122.7,-1.289327,51.940471,SP4894927122,0
DCL,135410,76M 1650y,448961.5,227222.4,-1.289138,51.941366,SP4896127222,0
DCL,135520,77M 0000y,448974.1,227322.0,-1.288942,51.942261,SP4897427322,0
DCL,135630,77M 0110y,448986.6,227421.9,-1.288745,51.943157,SP4898627421,0
DCL,135740,77M 0220y,448999.2,227521.7,-1.288548,51.944054,SP4899927521,0
DCL,135850,77M 0330y,449011.9,227621.6,-1.288349,51.944951,SP4901127621,0
DCL,135960,77M 0440y,449025.3,227721.4,-1.28814,51.945846,SP4902527721,0
DCL,136070,77M 0550y,449038.7,227820.8,-1.28793,51.94674,SP4903827820,0
DCL,136180,77M 0660y,449054.5,227919.9,-1.287687,51.947629,SP4905427919,0
DCL,136290,77M 0770y,449075.0,228018.2,-1.287374,51.948511,SP4907528018,0
DCL,136400,77M 0880y,449100.4,228115.3,-1.286992,51.949382,SP4910028115,0
DCL,136510,77M 0990y,449131.2,228211.3,-1.28653,51.950242,SP4913128211,1
DCL,136620,77M 1100y,449167.0,228305.6,-1.285996,51.951086,SP4916628305,1
DCL,136730,77M 1210y,449211.1,228396.2,-1.28534,51.951897,SP4921128396,1
DCL,136840,77M 1320y,449261.6,228483.5,-1.284594,51.952677,SP4926128483,-3
DCL,136950,77M 1430y,449316.0,228566.7,-1.283791,51.95342,SP4931528566,-3
DCL,137060,77M 1540y,449376.4,228645.6,-1.2829,51.954125,SP4937628645,-3
DCL,137170,77M 1650y,449442.0,228720.3,-1.281935,51.954791,SP4944128720,-3
DCL,137280,78M 0000y,449511.4,228791.6,-1.280915,51.955425,SP4951128791,-3
DCL,137390,78M 0110y,449582.5,228862.5,-1.279869,51.956057,SP4958228862,0
DCL,137500,78M 0220y,449651.3,228935.7,-1.278858,51.956709,SP4965128935,0
DCL,137610,78M 0330y,449712.0,229015.8,-1.277963,51.957423,SP4971229015,0
DCL,137720,78M 0440y,449765.1,229101.0,-1.277178,51.958184,SP4976529101,0
DCL,137830,78M 0550y,449808.0,229192.2,-1.276541,51.959,SP4980729192,0
DCL,137940,78M 0660y,449841.3,229287.2,-1.276042,51.959852,SP4984129287,0
DCL,138050,78M 0770y,449865.0,229385.2,-1.275684,51.96073,SP4986429385,0
DCL,138160,78M 0880y,449878.3,229485.0,-1.275476,51.961626,SP4987829485,0
DCL,138270,78M 0990y,449880.6,229585.6,-1.275428,51.96253,SP4988029585,0
DCL,138380,78M 1100y,449882.0,229686.1,-1.275393,51.963434,SP4988129686,0
DCL,138490,78M 1210y,449883.3,229786.7,-1.275359,51.964338,SP4988329786,0
DCL,138600,78M 1320y,449888.1,229887.2,-1.275275,51.965241,SP4988829887,0
DCL,138710,78M 1430y,449892.8,229987.3,-1.275192,51.966141,SP4989229987,0
DCL,138820,78M 1540y,449898.9,230087.4,-1.275088,51.96704,SP4989830087,0
DCL,138930,78M 1650y,449906.1,230187.4,-1.274969,51.967939,SP4990630187,0
DCL,139040,79M 0000y,449913.3,230287.4,-1.274851,51.968837,SP4991330287,0
DCL,139150,79M 0110y,449920.4,230387.9,-1.274732,51.96974,SP4992030387,0
DCL,139260,79M 0220y,449927.3,230488.4,-1.274616,51.970642,SP4992730488,0
DCL,139370,79M 0330y,449934.1,230588.9,-1.274503,51.971545,SP4993430588,0
DCL,139480,79M 0440y,449940.9,230689.4,-1.27439,51.972448,SP4994030689,0
DCL,139590,79M 0550y,449947.6,230789.6,-1.274278,51.973349,SP4994730789,0
DCL,139700,79M 0660y,449954.4,230889.8,-1.274165,51.974249,SP4995430889,0
DCL,139810,79M 0770y,449961.1,230990.0,-1.274052,51.97515,SP4996130990,0
DCL,139920,79M 0880y,449967.8,231090.3,-1.273939,51.97605,SP4996731090,0
DCL,140030,79M 0990y,449974.4,231190.5,-1.273829,51.97695,SP4997431190,0
DCL,140140,79M 1100y,449980.3,231290.8,-1.273728,51.977851,SP4998031290,0
DCL,140250,79M 1210y,449984.6,231391.1,-1.273652,51.978753,SP4998431391,0
DCL,140360,79M 1320y,449987.0,231491.5,-1.273602,51.979655,SP4998631491,0
DCL,140470,79M 1430y,449984.7,231591.6,-1.273621,51.980556,SP4998431591,0
DCL,140580,79M 1540y,449981.4,231691.7,-1.273655,51.981456,SP4998131691,0
DCL,140690,79M 1650y,449975.6,231791.7,-1.273725,51.982355,SP4997531791,0
DCL,140800,80M 0000y,449966.6,231891.4,-1.273842,51.983252,SP4996631891,0
DCL,140910,80M 0110y,449953.7,231991.1,-1.274015,51.98415,SP4995331991,0
DCL,141020,80M 0220y,449938.0,232090.4,-1.274229,51.985044,SP4993732090,0
DCL,141130,80M 0330y,449919.6,232189.3,-1.274482,51.985934,SP4991932189,0
DCL,141240,80M 0440y,449896.9,232287.2,-1.274798,51.986817,SP4989632287,0
DCL,141350,80M 0550y,449870.2,232383.9,-1.275174,51.987689,SP4987032383,0
DCL,141460,80M 0660y,449841.1,232480.0,-1.275584,51.988555,SP4984132479,0
DCL,141570,80M 0770y,449807.7,232574.6,-1.276055,51.989409,SP4980732574,0
DCL,141680,80M 0880y,449771.6,232668.3,-1.276568,51.990254,SP4977132668,0
DCL,141790,80M 0990y,449733.7,232761.4,-1.277106,51.991095,SP4973332761,0
DCL,141900,80M 1100y,449695.8,232854.5,-1.277644,51.991935,SP4969532854,0
DCL,142010,80M 1210y,449658.0,232947.7,-1.278183,51.992776,SP4965732947,0
DCL,142120,80M 1320y,449622.8,233041.8,-1.278681,51.993626,SP4962233041,0
DCL,142230,80M 1430y,449591.9,233137.4,-1.279117,51.994488,SP4959133137,0
DCL,142340,80M 1540y,449565.8,233234.4,-1.279483,51.995362,SP4956533234,0
DCL,142450,80M 1650y,449544.2,233332.5,-1.279784,51.996246,SP4954433332,0
DCL,142560,81M 0000y,449527.9,233431.6,-1.280007,51.997138,SP4952733431,0
DCL,142670,81M 0110y,449516.7,233532.1,-1.280155,51.998042,SP4951633532,2
DCL,142780,81M 0220y,449509.6,233632.9,-1.280244,51.998949,SP4950933632,2
DCL,142890,81M 0330y,449508.0,233734.0,-1.280253,51.999858,SP4950833733,2
DCL,143000,81M 0440y,449511.7,233835.0,-1.280185,52.000766,SP4951133834,2
DCL,143110,81M 0550y,449520.3,233934.4,-1.280046,52.001659,SP4952033934,-2
DCL,143220,81M 0660y,449532.3,234033.4,-1.279856,52.002548,SP4953234033,-2
DCL,143330,81M 0770y,449550.5,234131.5,-1.279577,52.003429,SP4955034131,-2
DCL,143440,81M 0880y,449571.2,234229.1,-1.279261,52.004304,SP4957134229,0
DCL,143550,81M 0990y,449592.6,234327.5,-1.278936,52.005186,SP4959234327,0
DCL,143660,81M 1100y,449613.9,234425.8,-1.27861,52.006068,SP4961334425,0
DCL,143770,81M 1210y,449634.3,234524.3,-1.2783,52.006952,SP4963434524,0
DCL,143880,81M 1320y,449652.0,234623.3,-1.278028,52.007841,SP4965134623,0
DCL,143990,81M 1430y,449665.4,234722.9,-1.277818,52.008735,SP4966534722,0
DCL,144100,81M 1540y,449673.8,234823.1,-1.277681,52.009635,SP4967334823,0
DCL,144210,81M 1650y,449678.3,234923.5,-1.277601,52.010537,SP4967834923,0
DCL,144320,82M 0000y,449679.6,235024.1,-1.277567,52.011441,SP4967935024,0
DCL,144430,82M 0110y,449676.8,235124.8,-1.277593,52.012347,SP4967635124,0
DCL,144540,82M 0220y,449667.3,235225.2,-1.277717,52.01325,SP4966735225,0
DCL,144650,82M 0330y,449654.2,235325.1,-1.277893,52.01415,SP4965435325,0
DCL,144760,82M 0440y,449637.6,235424.5,-1.27812,52.015045,SP4963735424,0
DCL,144870,82M 0550y,449616.1,235522.8,-1.27842,52.01593,SP4961635522,0
